Тип отзыва;Отзыв;Типы проблем
1;"Из всего заказа - вкусная только пицца
Еда приехала холодная";Невкусно, Холодные блюда
1;Из всего заказа понравилась только лапша. Пицца деревянная, колбасы как украли, пошла на выброс. Суши сложно назвать сушами. Рисовая каша, разваливаются, начинки мало и оочень много майонеза. Это был первый и последний заказ;Мало начинки, Разваливается, Невкусно
1;из всего набора роллов более менее вкусной была только филадельфия. остальные вообще не зашли. везли 1,5 часа. в общем больше там не закажем;Невкусно, Задержка
1;Из всего сета, одни роллы были не плотно закручены, видно что сделали из свежего риса, по вкусу нормально. Соевого соуса на килограмм сета налили мало- две соуснички в каждой по 30мл примерно и очень сильно разбавили. В подарок заказал жаренный ролл «шеф темпура», а вместо него положили обычный холодный сложный ролл «день ночь», на замену не соглашался, звонка не было. По поводу доставки тоже не понятно, по телефону сказали среднее время ожидания два часа, привезли уже через пол часа, повезло что дома были другие люди которые могли принять.;Разваливаются, Невкусно, Не то привезли, Задержка
1;Из всех роллов понравился только Баунти, с остальными было ощущение, что ем лишь омлет тамаго, его было слишком много. Впечатление испортил и неаккуратный вид роллов, были порезаны неравными частями. Скорость доставки соответствует заявленной;Непрезентабельный вид, Невкусно
1;Из мема: ожидание и реальность абсолютно не совпадает;Несоответствие фото
1;Из плюсов - привезли раньше на час. Имбирь суховат, васаби совсем не острый. В цезаре уже была вылита заправка и из-за этого листья салата были жухлые. Вкус роллов средний, за такую цену нормально, но вкус самой курицы..это что-то с чем-то, тяжело описать, скажу, что просто не понравилось;Сухо, Неостро, Невкусно
1;"Из плюсов отмечу сборку заказа, все, что заказывал, привезли и весьма хорошо упаковано.
Из минусов - скорость доставки, более полутора часов пришлось ждать доставку по центральной части города в дневное время рабочего дня. Вкус шашлыка из свиной шеи не порадовал";Задержка, Невкусно
1;Извините, но как-будто поели помои. Люди, ну не заказывайте здесь. Умоляю.;Невкусно
1;Изменилось качество! Рис стал разваренный. Из меню за баллы убрали красные запеченные суши. Доставка 2 часа.;Низкое качество продукции, Переварено, Долгая доставка
1;Испортилось качество, роллы маленькие, все развалилсь, Филадельфия с костями рыбнымим;Маленькие порции, Разваливается, Низкое качество продукции, Инородный предмет в продукции
1;Испорченная рыба , суши развалились;Несвежие блюда, Разваливается
1;к великому сожалению крабовые палочки в роллах были скисшие 😔;Несвежие блюда 
1;К доставке, скорости доставки, курьеру и курице претензий нет, к тому же курица действительно очень вкусная. Что касается том яма, то это жесть. Вместо 800+ грамм привезли 694 грамма (это вместе с упаковкой) и 200 грамм риса. Это нормально вообще, при такой бешеной цене????? Я такую цену на том ям даже В ЛУЧШИХ РЕСТОРАНАХ МОСКВЫ НЕ ВИДЕЛ!!! Мало того, том ям был АБСОЛЮТНО НЕВКУСНЫЙ, есть с чем сравнить! В общем полный трэш, кроме курицы не рекомендую ничего брать в данном заведении. И то цена на курицу также неадекватная.;Несоответствие граммовки, Невкусно, Дорого
1;к заказу даже салфетки не положили, ошиблись блюдом, администратор некомпетентен решать конфликтные ситуации;Не то привезли, Неполная комплектация, Низкое качество обслуживания
1;"К картошке выбрали соус( чесночный) -не положили,
Роллы 2 порции, но ни одного соевого соуса и имбиря,
Заказ привезли без пиццы, потом довезли через 20 минут,
И САМОЕ ГЛАВНОЕ !В картошке комара привезли🦟😱🤢";Неполная комплектация, Инородный предмет в продукции 
1;К сожалению в этот раз с шашлыком мне не повезло. Всегда норм было поэтому у вас и заказываю надеюсь и дальше так будет;Невкусно
1;"К сожалению все было не досоленное. 
Ладно рис, в который не положили никакого зеленого лука. Но СОЛЕНОЕ ГОБАОЖОУ- должно было быть соленым. Все было какое то безвкусное ☹️
В пицце колбаса нарезана слишком большими кусками, что тоже не совсем приятно и не вкусно (";Недосолено, Безвкусно, Непрезентабельный внешний вид, Невкусно 
1;К сожалению долгая доставка,заказ испорчен(((;Долгая доставка, Несвежие блюда
1;К сожалению роллы не вкусные , разваливаются(;Невкусно, Разваливается
1;"к сожалению сегодня еда не превзошла мои ожидания. началось все с доставки , а именно разлитое латте. кляр деревянный , чувствуется что масло не меняли ,из креветок не до конца достали вену , с кальмаров не убрана плёнка.  а самый треш был в соусе в сметанном ,встретила резинку резиновую ,как для денег,жёлтого цвета  . к сожалению сегодня огорчил заказ . 
единственное ,окрошка была вкусной .";Плохая транспортировка, Невкусно, Инородный предмет в продукции 
1;К сожалению, отравились роллами с рыбой;Несвежие блюда
1;к сожелению не на всех роллах есть креветка;Неполная комплектация
1;К том яму не доложили перец и чипсину, как раньше. В воке в курице осколок кости. Доставку пришлось ждать больше часа. Разочарованы.;Задержка, Неполная комплектация, Инородный предмет в продукции 
1;Как будто на отвали сделали обрезками ужасно;Непрезентабельный внешний вид
1;Карбонара была вкусной , а пицца за баллы с непропеченым дном.;Недоготовленное
1;карбонара была пересолена, а треска, наоборот, безвкусная. мы с женой оба остались недовольны;Пересолено, Безвкусно
1;Карбонара из макарон. Борщ не очень.;Невкусно
1;картофель горелый, соус с пельменями свернулся,блинчики вообще непонятно с каким мясом, салат это ужас просто. До этого заказывал всё было вкусно что случилось там сегодня это капец. Больше не буду там заказывать так как могут опять приготовить криворукие повара.;Горелое, Невкусно, Несвежие блюда
1;картофель фри не солёный, хотя раньше такого не было;Недосолено
1;"Картофель фри сырой безвкусный,жарят на старом масле( соус для закусок не положили,салфетки не положили, бургеры на 3, булки большие- начинки мало
Не рекомендую";Сырое, безвкусно, неполная комплектация, Мало начинки
1;Картошка за баллы просто отстой.Соевый соус портит вкус ролл.Пицца более менее;Невкусно
1;Картошка на углях была сырая,да так что хрустела....мясо и шаума нормальные,салат витаминный не вкусный как каша...;Сырое, Невкусно
1;Картошка не доварена, почти сырая. Доставка 4 часа из обещанных 3. Все остывшее. Никому не рекомендую;Задержка, Недоварено, Сырое, Холодные блюда
1;"Картошка по-деревенски была далеко не свежего приготовления...
Шашлык из курицы был мягкий, но слегка пересоленный. И меня смутил запах...
Люля из курицы понравился!
Положили много соусов!";Несвежие блюда, пересолено
1;Картошка пропитанная маслом , ее ешь и просто понимаешь что ни чего хуже в жизни не ела , пробуешь курицу (ей позор тоже) сушинки одни сгоревшие (явно не свежие ) пицца гадость , а креветки в панировке это вообще что такое? Точно креветки? Такая гадость все что попробовали и больше у вас ни чего брать не будем . Спасибо за дико долгое ожидание в 3 часа и спасибо что так и остались голодными;Несвежие блюда, Горелое, Невкусно, Долгая доставка
1;картошка фри была не прожарена;Недоготовленное
1;Катастрофически долгая доставка. Почти три часа! естесственно, роллы были холодные. Вечер испорчен. Роллы разваливались.;Долгая доставка, Холодные блюда, Разваливается
1;Качество еды не очень доставка более менее;Низкое качество
1;"Качество оставляет желать лучшего! 
Ужасные невкусные роллы, вонючая Филадельфия до ужаса. 
В данном заведении заказы делать не рекомендую!";Низкое качество, Плохой запах
1;"кимчи суп вообще не кимчи, а куриный острый бульон. суп весь протек и уплыл в свинину, даже через фольгу. 
тонкацу сама вкусная, но салат к ней горький.";Несоответствие состава, Плохая транспортировка, Горько
1;Кислая колбаса, несвежие продукты;Кисло, Несвежие блюда
1;"Когда привезли все размякло, шаурма сырная была с сырой картошкой фри, и вся размякшая 
Картошка фри была сырая везде!
По вкусу очень не вкусно";Сырое, Невкусно
1;кола отвратная, удон не очень, салат более менее;Невкусно
1;контейнер с окрошкой протëк в пакет примерно одна третья картошка фри слегка подгорела остальное в норме;Нарушение целостности упаковки, Горелое, Плохая транспортировка
1;короче полный ужас заказ принят был в23:28;Долгая обработка заказа заказа
1;котлета к бургеру была с куском резинового мяса;Невкусно
1;крылышки не очень ,слишком много планировки,которая быстра размакает;Невкусно
1;Крылья привезли с запошком и слизкие!Ужин был испорчен;Несвежие блюда
1;Кукси суп не соответствует рецепту вообще,положили лапшу для лагмана и зелень ,короче ужас .;Несоответствие состава 
1;Куриный люля кебаб на вкус как резина и сам весь шашлык в наборе подгорелый.;Невкусно, Горелое
1;курица в шаурме как будто просто варёная, пресная, курьер долго искал;Невкусно, пресно, Низкое качество обслуживания
1;Курица вкусная. Но шашлык из свининой шеи оставляет желать лучшего, из порции в 300 грамм 2 самых больших куска просто одно сало, есть не вкусно да и просто не возможно;Невкусно 
1;Курица сухая как будто вчерашнея картошка сырая и мягкая;Сухо, сырое
1;Курьер вообще не адекватный, истерил , заказ чуть ли не кинул в лицо. Вкус еды как всегда нормально. У нас было день рождения, и вот обязательно же должен был кто то его испортить. Если вы бе ре те на работу умалишенных, хоть предупреждайте. Постоянно у вас заказываем и тут такое;Низкое качество обслуживания
1;Курьер грубоват,устал наверно;Низкое качество обслуживания
1;Курьер до двери не дошёл. Несмотря на то, что подъезд открыт (и это было видно), он решил ждать в машине на парковке (даже не у подъезда). Осталось негативное впечатление.;Низкое качество обслуживания
1;"Курьер и администратор неимоверно вежливые, очень хорошее обращение к клиенту. 
Что касаемо самих блюд, к сожалению, роллы пересолены, все без исключения)";Пересолено
1;Курьер не дал чек, хотя платили по терминалу;Не предоставили чек
1;Курьер привез заказ в порванном пакете, когда достали роллы, увидели, что они все перевернулись и между собой слиплись из-за этого желание их есть пропало!;Нарушение целостности упаковки, Плохая транспортировка, Непрезентабельный внешний вид
1;"Курьер разговаривал со мной на «ты». 
Считаю это непрофессионально и неуважительно.";Низкое качество обслуживания
1;курьер,я просто в шоке,слов нет ,внешность красивая,но рот.....,меня обвинила во всех грехах и в том что я не указала позвонить,спорила и все подобное отвечала агресивно, а она не взяла телефон собой,служба доставки со мной связывалась и мы все уточнили...не понимаю в чем дело и что за неадекват со мной вел беседу,примите меры всех клиентов распугает,негативные эмоцыи зашкаливают.доставка вовремя;Низкое качество обслуживания
1;Курьеру вновь лень подниматься на 7 этаж. Предлагает спуститься самостоятельно. В который раз подрывает авторитет организации.Буды выбирать другую.;Низкое качество обслуживания
1;Курьеру лень подниматься на 7 этаж.. Предлагает спуститься самому вниз. Отправляйте пожалуйста более выносливых курьеров. Иначе придётся заказывать суши в других магазинах.;Низкое качество обслуживания
1;Курьеры, быдло, везли долго, на звонки не отвечали;Долгая доставка, Низкое качество обслуживания
1;лаваш не положили никуда!!!!;Неполная комплектация
1;Лапша была вкусная, а вот с роллами немного расстроилась. Не было соевого соуса и имбиря, в меню этого нет и логично было предположить что он идет по умолчанию. Но увы..;Неполная комплектация
1;Лапша была пересолёная и котлета в бургере была полу сырая к сожалению (;Пересолено, сырое
1;Лапша была слишком соленая. В двух крайних роллах не было креветки! Надежда была на то что не заметят?;Пересолено, несоответствие состава 
1;Лапша за баллы отвратительная;Невкусно
1;Лапша удон недоварена, когда открыл запах был протухший, в ходе расследования понял что это была курица, пицца приехала ледяная, криво порезанна, курица копчёная была очень жёсткой, есть не возможно, ждал доставку 2,5 часа;Не доварено, Несвежие блюда, Холодные блюда, Долгая доставка, Непрезентабельный вид 
1;Лосось старый, не свежий, он просто расползался, не возможно было взять палочками.;Несвежие блюда
1;"люблю тут бургер ""техас"". Постоянно заказываю , но моему возмущение нет предела! Соимость бургера 700+р , а в итоге один раз привозят вкусный , сочный , а сегодня привезли сухой , с пережаренной котлетой , овощей и соуса вообще почти нет! скажите мне дни недели,когда вы всё-таки делаете вкусно, но сегодня отстой";Сухо, Невкусно 
1;Максимально не вкусная пицца, съели с девушкой по одному кусочку и не стали дальше кушать. Суши еще хуже, рис переваренный, запах был неприятный от суш, васаби положили пять капелек, имбирь тоже несвежий. Ужасно разочарованы, деньги были потрачены впустую.;Переварено, Несвежие блюда, Невкусно
1;"Максимально пресные на вкус, просто рис с добавками…
Пицца не плоха оказалась";Пресно
1;Маленькие не вкусные роллы, разваливаются. Авокадо очень жесткий. Доставка быстрая.;Маленькие порции, Невкусно, разваливаются 
1;"Маленькие роллы
Как с детского меню 
Авокадо 🥑 будто уже давно полежало🫣";Маленькие порции, Несвежие блюда
1;Маленькие сушши, картошка ужасная;Маленькие порции, Невкусно 
1;мало начинки,долгая доставка;Долгая доставка, Мало начинки
1;Мало соевого соуса в комплекте.;Мало соуса
1;мало того что заказ ехал 3,5 часа, так ещё и всё холодное, перепутали кесадилию, заместо ветчины и сыра положили с курицей, роллы со вкусом селёдки;Не то привезли, задержка, Несвежие блюда
1;"Медальоны холодные еще и как подошва .
Картошка Айдахо некоторая вообще полу сырая .
А крылышки барбекю сухие , мыса на 1 укус .
Порадовали только роллы .
А так просто ужас 😧";Холодные блюда, сырое, сухо
1;Менеджер ресторана, который отвечает на звонки, отвечает неохотно, как будто это она заказала поесть и ей еще звонят и тревожат. Доставка ехала дольше заявленного на 30 минут. По вкусу ничего особенного за эти деньги получали и лучше.;Задержка, Низкое качество обслуживания
1;Место стало так себе! Соуса в наборах нет, хотя были. Приборов нет. Обычно в других местах , если соус и приборы не входят в набор - пишут об этом, чтобы заранее тогда докупить! В итоге заказали сет, чтобы посидеть вне дома. И ничего нет…..пришлось уехать и покупать в магазинах соус, приборы.;Неполная комплектация
1;мидии выкинул есть не возможно.;Невкусно
1;Мидии ужасные , заказывали ролл с креветкой, а внутри оказалась курица!!!;Невкусно, Не то привезли 
1;Мне заказ не привезли!!!!!! Что я могу оценить.;Не доставлен
1;мне положили 1 порцию сырных палочек, хотя заказал и оплатил две.;Неполная комплектация
1;Мне этот заказ не привезли!;Не доставлен
1;много раз заказывали тут. но такое привозят первый раз. заказали сет за 1750р. в итоге каша в контейнерах. жаль тут фото нельзя приложить. Всё перевернулось, контейнер открылся, весь пакет внутри в соусе.;Нарушение целостности упаковки
1;Много риса, заказывали сет, но он какой-то однообразный, слегка отличается наполнением;Много риса, несоответствие состава 
1;морепродукты были с отдушкой,как будто испорчен продукт ,во рту небольшой вкус плесени;Несвежие блюда
1;"Морс в этот раз не вкусный...
Кабуд-то воду добавили.
В супе том яне отсутствовали  шампиньоны.
Роллы вкусные,свежие.";Несоответствие состава, Невкусно
1;мы отравились, но было вкусно;Несвежие блюда
1;Мякоть баранины жесткое, совсем не жуеться;Жесткое
1;Мясо было пережарено по краям аж черное,грибы тоже;Пережарено, Горелое
1;Мясо было сгоревшее 🤢 доставка правда быстрая , хоть это понравилось 😊;Горелое
1;"мясо было сухое явно не шея,
ролы разваливались стоило только прикоснуться.пица была вкусной";Сухое, несоответствие состава, Разваливается
1;мясо засохшее, порции маленькие, граммовки на многие блюда не указаны. не стоит этих денег! доставка опоздала на полчаса. не советую;Задержка, Сухо, Маленькие порции
1;мясо оказалось очень сухое;Сухо
1;Мясо плохо прожарили и такое ощущение,что не на углях жарят шашлыки,а электрогриль делают. Да ещё слишком много жилок в мясе не возможно есть.Соус  томатная паста сделано такое ощущение, вообщем не буду больше заказывать.;Невкусно, Недоготовленное 
1;На 3. Может порция поке и совпадает по граммовке, но это не стоит того: мало риса, много соуса - приторно и есть невозможно, чука какая-то несвежая, креветки маленькие, роллы меньше средних по городу. Том-ям единственный спасает.;Несвежие блюда, Маленькие порции
1;На весь комплект положили всего 1 соевый соус, на килограмм роллов, то что указано на картинке и что привезли по итогу вообще не совпадает, больше заказывать не буду;Неполная комплектация, несоответствие фото
1;на вид прислали один и тот же ролл, приехало всё холодное и вкус пресный. рис не вкусный. шляпа сверху ролла была одинаковая, еда не соответствует фото.;Холодные блюда, Невкусно, несоответствие фото, пресно
1;На вкус совсем не наше,взяли впервые больше не будем( сухие,рис жесткий,краб ужасная каша((;Невкусно
1;на доставку амигос с каждым годом всё хуже и хуже, из заказанного только вок был более менее адекватный, суп кимчи готовят ужасно по сравнению с другими ресторанами, пиццы худшие в городе среди тех 10-12 ресторанов и кафе откуда заказывал, просто тесто со вкусом теста. пожалуй на заказ лучше буду из других мест теперь.;Невкусно
1;На пицце стало меньше начинки, но роллы просто супер;Мало начинки
1;"На ролах рыба как будто не свежая, ролы одни из запеченных были слишком большие + один рис и майонез из-за этого ощущался. Пицца деревянная:(
Ждали 2,5 часа и в итоге привезли не вкусную еду;(";Несвежие блюда, Долгая доставка, Невкусно
1;на роллах вместо соусов просто майонез,пицца сухая, сыр горелый;Сухо, Горелое
1;На фотографии одно, а по факту другое, приборы не положили хотя были указаны в заказе;Неполная комплектация, несоответствие фото
1;Наггетсы хороши, роллы безвкусные, соус соевый был прокисшим(;Невкусно, Несвежие блюда
1;надо писать огромными буквами что даже соевый соус в комплект не входит.;Неполная комплектация
1;Назвать это едой даже язык не поворачивается !!! Здесь самый худший шашлык, который я пробовал в жизни !!!! Не рекомендую !!!;Невкусно
1;Называйте вещи своими именами. Вкус рисовой каши и только!!!!;Невкусно
1;"Нам не понравилось
Роллы не вкусные,единственное сырные палочки были вкусные";Невкусно
1;"начинки стало меньше , стоимость больше. 
доставку заказали к определённому времени, опоздали еще плюс на 40 минут 
заказ делали за 4 с половиной часа";Задержка, Мало начинки
1;начнём стоого, что вкус еды явно не стоит 3,5 часов ожидания доставки. Более менее съедобными оказались пельмешки, и том ям( закроем глаза на  то, что в нём были креветки с кишечником и огромные шматки лука). Вся еда абсолютно недосолена. Курица не имеет никакого вкуса, что в пасте, что в сочетании с картошкой. Ложку и две вилки просто кинули в пакет к коробочкам с едой, салфеток не было. Есть один плюс, все приехало горячим не смотря на то, что доставка была долгой, но вкус это не спасло. крылышки это просто жир, есть их невозможно. Больше здесь не закажу и вам не советую.;Невкусно, Недосолено, Жирно, неполная комплетация, Долгая доставка
1;начнем.... салат Цезарь- сухарики намокшие,помидоры не черри,как должно быть,самое интересное,что в салате одна курица,т.е. салатных листьев очень мало щедро все залито майонезом. Шаурма со свининой- вкус отвратительный, лаваш сухой,плохо грызется,также залито всё невкусным красным соусом, овощей можно сказать совсем нет, но мяса много,только крупно нарезано. люля-кебаб кебаб в лаваше,тоже,что и с шаурмой 🤮;Сухо, Невкусно
1;"начну с доставки....
1. в приложении указано - 50 мин, девушка по телефону сказала 1,5 часа, по факту курьер приехал - больше чем через 2 часа (перед этим девушка хотя бы позвонила и извинилась);

2. разумеется из за пункта 1 заказ был слегка теплый

3. пицца приехала с сыром, приклеенным к верхней части упаковки (можно было бы фото прикладывать - обязательно бы приложил)

4. цены - космос

надо отдать должное - было хотя бы вкусно

но впечатления испорчены, поэтому, к сожалению, СУШИ ТАУН - для меня - в черный список...";Задержка, Холодные блюда, нарушение целостности упаковки, Дорого
1;Нашла волос в мидиях!!!!!;Постороний предмет в пище
1;нашла волос в салате за баллы.это бонус?;Постороний предмет в пище
1;не было в заказе вассаби и имбиря,хотя заказала 6 классических ролов, соус всего 3 пачки;Неполная комплектация
1;Не было в заказе сосисок,и была мертвая муха;Не довезли, Инородный предмет в продукции
1;не было картошки к бургеру. неплохо;Не довезли
1;не было соевого соуса и васаби в комплекте, испортило вкус блюда;Неполная комплектация
1;не было соевого соуса, васаби и имбиря;Неполная комплектация
1;Не было соевого соуса,имбиря и многое другое;Неполная комплектация
1;Не видлк ,ни палок ,не положили((( вкус еды странный ,не вкусный(( как то тяп ляп сделали ,  побыстрей  отдать заказ ..;Неполная комплектация, Невкусно
1;Не вкусно , к сожалению … ну пицца еще ничего;Невкусно
1;Не вкусно , остальное хорошо.;Невкусно
1;Не вкусно вообще. Такая пережарка. Не роллы, а фастфуд;Невкусно, пережарено 
1;"Не вкусно и очень долго 
Цены за кесадилью  (2 штуки) огромные";Долгая доставка, Невкусно, Дорого
1;не вкусно, к сожалению: роллы пахнут тиной, пицца так себе, если бы не пробовали вкусней, то сойдёт, начинки много, но не айс;Невкусно
1;Не вкусно, пицца не достойно дорогая;Невкусно
1;Не вкусно, рис отвратительный;Невкусно
1;Не вкусно, Разваливается,имбирь сухой, больше не буду там заказывать,много масла остаётся,жирно,фу;Невкусно, Разваливается, Сухо, Жирно
1;Не вкусно, ролы были слишком сухие, как будто вчерашние. разочарованы заказом.;Невкусно, сухо, Несвежие блюда
1;Не вкусно, хуже только на прилавках в ларьках;Невкусно
1;Не вкусно, что за цукини в лапше;Невкусно
1;Не вкусно. Заказала в первый и в последний раз;Невкусно
1;не вкусно. одно тесто  и  капуста больше заказывать пиццу сдесь не буду;Невкусно, Мало начинки
1;Не вкусное, пережаренное и много жира;Невкусно, Пережарено, Жирно
1;Не вкусные роллы, все разваливаются;Невкусно, Разваливается
1;не вкусные суши за то по стоимости как у всех;Невкусно
1;Не вкусные, пресные блины и безвкусные пельмени;Невкусно, Безвкусно, пресно 
1;Не впечатлили, не вкусно. Еще курьер не внимательный, достал пин пад для оплаты заказа, который уже был оплачен онлайн.;Невкусно, Низкое качество обслуживания
1;не всё отправили, заказывали сет Висяки и подарочный набор из 8ролов. не доехали. так и приборы тоже;Неполная комплектация
1;Не дали даже салфеток . очень долго ждали заказ;Долгая доставка, Неполная комплектация
1;"не довезли 2 порции фри, не знаю чья вина, курьера или кто собирает заказ, дети ждали фри дополнительно ещё 30-40 минут 
и даже не извинились";Не довезли
1;Не довезли салат и соус, в остальном всё вкусно;Не довезли
1;"Не довезли товар. 
Заказали два васаби и имбирь, привезли по одному. Хотя заплатили за два";Не довезли
1;не доложили набор палочек и соус, еда холодная и сет был не много помят.;Не довезли, Холодные блюда, Мятое
1;Не доложили Твистер, очень хотел кушать, поэтому при приеме заказа не заметил;Не довезли
1;не допекли тесто, начинка нормальная;Недоготовленное
1;не доставили заказ но сняли деньги;Не доставлен
1;Не доставили заказ, не вышли на связь;Не доставлен
1;не доставили картошку, видимо сто 2 порции одина, и соусы три шт не положили;Не довезли
1;не доставили половину заказа(2 твистера), написала в поддержку, перезвонила через пару часов, мне сказали, что мне звонили три раза (никаких звонков не было), чтобы заменить позицию, но поскольку я не брала трубку, то заказ закрыт, ничего не поменять;Не довезли
1;"Не заказывали пиццу, за неё ничего не скажу, но взял картошку фри, гренки и шарики сырные 
картошка фри дубовая даже горячая, без соли
гренки заявлены как чесночные, но по факту там от чеснока одно название 
сырные шарики майонезно-панкреатитная хтонь
упаковка и доставка - хорошие";Невкусно, Холодные блюда, Недосолено, несоответствие состава 
1;"Не знаю с чего начать... я оформил заказ в 1:56, подтвердили его только 2:25, но это не упрёк, может на кухне завал, хотя, с такой едой, сомневаюсь...
Как подтвердили заказ, мне позвонили из ресторана, и сказали что привезут в 3:40. Я хотел спать, думаю, можно и подождать. В 3: 20 мне звонят и говорят что мой заказ перепутали с заказом другого человека, перепутали соусы, как я помню, а я заказывал Цезарь, поэтому тут критично было бы. В 3:35 мне звонят и говорят что соусы на месте, но бургер, который я заказывал за баллы, по случайности, откусили. Я сказал везите всё ровно, не туберкулезник же его кусал, в итоге в заказе его не было... странно получается, будто бы его не было вовсе... Еще оператор сказал что мой заказ отвезли на другой конец города, поэтому придется подождать ещё. В итоге я встретил курьера в 4:30... С остывшей едой, без бургера. Не советую это место в ночное время, но так как выбора у меня не было, пришлось есть что было. Ещё порадовало что оператор, на мой вопрос, по поводу остывшей еды ответил ""можно разогреть в микроволновке""... не знаю как тебе, но мне за 1000 рублей хочется есть горячее и всё что я заказывал, в том числе и бургер. Понимаю что это был мой выбор и ночью заказывать что-то это лотерея. Город Владимир если что...";Долгая обработка заказа, Не то привезли, Долгая доставка, Холодные блюда, Не довезли
